STA,lat,lon,n_arrivals
BRIGG,40.5813,-104.3191,1
BRCO,44.2437,-81.4423,1
TMBK,35.0722,24.7660,1
TMAB,-2.3704,-48.0957,1
TLOR,37.6559,-1.6889,1
IZM,38.3978,27.2625,1
IZI,40.3368,29.4728,1
J58A,43.3603,-75.2852,1
J49A,43.3600,-83.1389,1
J41A,43.3655,-90.0137,1
J40A,43.3965,-90.7406,1
J39A,43.3354,-91.7062,1
TKX,32.5687,-116.6075,1
TKSM,3.1374,98.3244,1
BSUT,40.5365,-110.7612,1
TIN,37.0542,-118.2301,1
JEW,42.8402,141.4498,1
JEM,42.0158,143.1573,1
NHAM,-24.9157,27.3170,1
NGJI,-7.3676,111.4612,1
NEVS,43.2990,18.1030,1
JNE,70.9900,-8.2970,1
JMP,44.0070,143.3597,1
NPNY,41.7546,-74.1435,1
NOCI,40.7888,17.0644,1
NLAI,-3.2390,127.0998,1
JANB,-15.0580,-44.3112,1
NKKI,-1.5605,110.5671,1
NIUE,-19.0763,-169.9272,1
BOSS,42.4961,22.4800,1
BRQR,50.6062,4.2246,1
BRLDA,54.0920,-117.4038,1
TORO,43.6136,-79.3433,1
BOAB,12.4493,-85.6659,1
BO04,-33.9888,-70.6090,1
BO01,-34.3917,-71.0848,1
BNM,34.1502,-106.6280,1
JMI,70.9283,-8.7308,1
JLP,49.2428,-2.1039,1
JSU,31.5093,130.4527,1
JSD,38.0370,138.2603,1
JRSC,37.4037,-122.2387,1
JOSR,46.7059,25.5154,1
JOM,39.4730,141.2923,1
TOC6,13.1483,1.6655,1
BORR,47.0902,21.7856,1
BOB,44.7679,9.4478,1
JHSG,21.7610,83.7731,1
NC302,61.2328,11.4726,1
NC301,61.2762,11.4905,1
NC300,61.2617,11.4141,1
NC205,61.3231,10.8227,1
NC203,61.2438,10.8318,1
NC202,61.2545,10.9110,1
NC201,61.2988,10.9138,1
NC604,60.7263,11.3956,1
NC603,60.7050,11.4807,1
K04D,42.6246,-121.7535,1
JYA,38.5930,139.7138,1
JTMT,47.7467,-114.2825,1
NC601,60.7746,11.5416,1
NC404,61.0982,11.6456,1
NC403,61.0537,11.6683,1
TOSP,11.2984,-60.5353,1
TRLG,41.5392,44.1018,1
NBO04,61.0119,10.7524,1
NBO03,61.0129,10.8371,1
K52A,42.7805,-80.7139,1
K51A,42.7223,-81.5082,1
K46A,42.6864,-85.7834,1
K42A,42.7792,-89.3457,1
K41A,42.6071,-90.3046,1
TRAN,42.8346,22.6511,1
BLO,39.1719,-86.5222,1
BKRG,41.7596,43.5223,1
BMOL,51.2144,5.0861,1
BM03,67.4192,-144.6071,1
BLSI,-5.3676,105.2452,1
NC402,61.0446,11.7573,1
NC305,61.2979,11.4035,1
TSM,4.2936,117.8725,1
TSI,3.5008,98.5645,1
K39A,42.7050,-91.8878,1
K30B,42.6742,-99.6131,1
NBLV,-7.3584,-36.9203,1
NBCA,-8.2258,-36.0130,1
NBB30,66.9732,13.7354,1
NBB08,67.3871,14.6364,1
NB205,61.0710,11.1977,1
NB204,61.0498,11.1581,1
NB203,61.0107,11.1677,1
TSCT,44.1608,28.6572,1
BJDH,24.0900,43.3970,1
BIRD,34.6450,-80.4615,1
BINT,38.8758,40.4890,1
BIM,14.5180,-61.0660,1
BFS,34.2388,-117.6585,1
TUPA,40.1662,-75.1864,1
TULR,45.9201,26.6680,1
NB202,61.0069,11.2778,1
NAO05,60.8507,10.8193,1
NAO04,60.8105,10.7625,1
NAO03,60.7881,10.8084,1
NAO02,60.8057,10.8971,1
NAO00,60.8237,10.8324,1
NAN01,-17.8442,-40.1257,1
KAI,59.9268,-144.4188,1
TTSM,1.0856,99.4108,1
TSY,35.3728,-5.9700,1
BI05,-36.7478,-73.1905,1
BI02,-36.6634,-71.2731,1
TSSA,32.8366,76.1503,1
TZC,32.1480,-6.4900,1
TYNO,43.0950,-79.8702,1
TVRZ,38.5042,46.6675,1
N62A,40.9313,-73.4677,1
N50A,40.7711,-83.1486,1
N48A,40.8591,-85.0271,1
N46A,40.8949,-86.7352,1
N45A,40.8479,-87.5118,1
N43A,40.9394,-89.1735,1
N38B,40.7931,-93.2350,1
N38A,40.7931,-93.2350,1
N35B,40.8612,-95.6424,1
BGU,40.9254,-113.0299,1
BG13A,42.0876,27.7294,1
BG12A,42.1182,26.7804,1
BG02A,43.6287,27.7090,1
BELO,23.2485,91.4472,1
BEKR,39.8666,-120.3596,1
U52A,36.3929,-83.3671,1
U50A,36.4156,-84.8431,1
N2VI,68.3212,14.1977,1
N2ST,67.3487,15.5958,1
KAST,41.4904,33.9286,1
KARY,38.0321,24.4370,1
KARN,35.4019,23.9174,1
KANL,39.8334,22.0247,1
MZDA,31.3096,35.3628,1
KCP,7.0090,125.0900,1
U38B,36.4394,-94.3857,1
U38A,36.4394,-94.3857,1
U34A,36.4365,-97.5354,1
TZK,34.0890,-4.1840,1
BCPM,59.9533,-139.6350,1
BCP,59.9534,-139.6369,1
UCCT,41.7943,-72.2255,1
KEBM,42.8722,-124.3342,1
KCPM,39.6863,-123.5824,1
KCPB,39.6863,-123.5824,1
KEKH,21.9829,-159.7110,1
KEF3,38.2031,20.3482,1
MYIG,20.9581,-89.7396,1
MWH,19.4850,-155.5970,1
U58A,36.3944,-78.5493,1
U56A,36.3472,-80.3829,1
BEST,37.8911,41.2700,1
BESM,4.1516,96.3253,1
BESI,4.7199,96.8655,1
BERG,60.3932,-143.7004,1
MT09,-33.7762,-70.9887,1
MT05,-33.3919,-70.7381,1
MT03,-33.4936,-70.5102,1
MT02,-33.2591,-71.1377,1
MT01,-33.8641,-71.2509,1
MURC,33.6000,-117.1954,1
MUN,-31.9783,116.2080,1
MULG,-30.2818,134.0585,1
KHBB,40.6599,-123.2197,1
KGM,2.0157,103.3190,1
MTSU,-18.1342,144.3168,1
MTSI,2.1524,98.2524,1
MTPU,38.0415,-112.1843,1
MTKI,-0.9418,114.8959,1
BBOU,50.3888,3.9447,1
BECE,36.1562,33.5595,1
BAKL,37.9793,29.6135,1
B32A,48.3951,-96.5363,1
B28A,48.4492,-100.3616,1
USIN,37.9651,-87.6660,1
MSLP,10.1347,124.8589,1
MSLM,31.5693,35.4001,1
KK03,43.1028,70.5012,1
KIDD,31.7718,-106.5064,1
MSAI,-3.3461,128.9285,1
BATH,51.4430,-2.3290,1
KIB,32.5760,-6.0390,1
KHU,19.2461,-155.6150,1
KHMM,40.8747,-123.7310,1
KHMB,40.8747,-123.7326,1
MT16,-33.4285,-70.5234,1
MT13,-33.7435,-70.2861,1
AZL,23.7384,92.6897,1
AY03,-47.2530,-72.5908,1
AY01,-44.4209,-72.6480,1
AXS,38.1962,21.3763,1
V56A,35.8097,-80.4963,1
KLI,-4.8630,104.8567,1
KKO,19.3978,-155.2660,1
KMNB,24.4638,118.3882,1
KLP,31.5333,78.2500,1
MPOM,14.4470,-60.8588,1
MPM,36.0580,-117.4890,1
V49A,35.7663,-85.9030,1
V34A,35.8345,-97.5176,1
UWE,19.4211,-155.2930,1
UWB,19.4247,-155.2780,1
UVEZ,40.9040,30.9032,1
VA01,-33.0228,-71.6475,1
V61A,35.7912,-76.5776,1
V59A,35.7649,-78.2394,1
KOKK,40.8178,23.9992,1
KOHB,34.6184,127.2758,1
MOIG,19.6779,-101.1889,1
MPG,5.1101,-52.6445,1
KNYS,44.8908,16.3202,1
KNTN,-2.7744,-171.7190,1
KNSS,35.3042,25.1802,1
KNS,40.0596,20.7592,1
KNDR,35.2349,23.6248,1
KMRM,40.2220,-123.7086,1
MONC,45.0739,7.9271,1
MOMI,36.3301,-5.7200,1
V57A,35.8875,-79.7758,1
ASA2,34.9451,-106.4600,1
ASA1,34.9463,-106.4600,1
ASOR,28.7559,77.7723,1
ASHT,37.9421,58.3847,1
ASA6,34.9436,-106.4567,1
VJD,16.5162,80.6459,1
VIEF,42.8837,0.0237,1
MOBC,53.1437,-131.9663,1
KRL1,37.7950,26.7064,1
MMPI,-8.4667,140.3833,1
MMCI,-2.9560,119.3631,1
VERF,45.7495,2.4838,1
VBYGD,68.3603,15.3903,1
VAR,25.2680,82.9917,1
AUKUT,39.9555,30.0213,1
VA03,-32.7637,-70.5508,1
AONC,39.9398,-122.0608,1
ARNO,37.0988,-6.7322,1
ARNL,-3.5478,-80.0670,1
MMC3,33.0183,35.4138,1
KSBUS,35.2486,129.1125,1
KSADO,36.4121,128.9488,1
KS28,37.9936,-97.9928,1
KS21,37.2865,-97.6630,1
MLZ,-45.3665,168.1184,1
MLAC,37.6302,-118.8361,1
ML02,-35.7626,-71.4181,1
MKBI,-2.4474,101.2396,1
ARD1,69.5483,25.5093,1
ASA5,34.9433,-106.4597,1
ASA4,34.9423,-106.4626,1
ASA3,34.9455,-106.4618,1
VVK,38.4222,21.8115,1
AMD1,35.7488,50.9608,1
ALT,39.0552,30.1103,1
ALJ,36.5299,-5.6494,1
ALIK,38.2605,22.1114,1
VOSK,52.7233,70.9797,1
VOG,36.3210,-119.3823,1
KSDAG,35.7685,128.8970,1
KSCPR,36.2210,127.9719,1
MJA0,36.5427,138.2472,1
MIF,33.4090,-5.2290,1
KSMGY,36.6552,128.0608,1
KSMAS,35.1706,128.5725,1
APMY,37.4718,29.3018,1
AP01,-18.3708,-70.3420,1
AOPR,18.3466,-66.7539,1
W49A,35.1194,-86.2645,1
W35A,35.1527,-96.8745,1
MET,35.1220,-89.9340,1
KSULJ,36.7021,129.4084,1
KSTEJ,36.3681,127.3712,1
KSSAJ,36.4080,128.1575,1
KSPHA,36.1929,129.3708,1
KSKOJ,36.4706,127.1446,1
KSKOH,34.6090,127.2733,1
KSJMJ,37.8816,128.7561,1
MHC,37.3416,-121.6426,1
MGAB,42.9126,12.1121,1
MG05,-51.6784,-72.5032,1
MG03,-53.8480,-70.4627,1
MFRD,46.2414,21.6543,1
W34A,35.2352,-97.7733,1
MDO,57.4410,-4.3630,1
MDBI,31.3126,35.3580,1
WB9,-19.7914,134.3840,1
WB8,-19.8139,134.3808,1
WB6,-19.8550,134.3670,1
WB5,-19.8782,134.3662,1
WB4,-19.9036,134.3589,1
WB3,-19.9230,134.3555,1
WAX,60.4480,-142.8529,1
WAKR,38.5044,-119.4372,1
W59A,35.1673,-78.4430,1
W54A,35.0857,-82.1859,1
AKUM,36.3226,30.3430,1
AKST,45.7343,62.8573,1
AKS,38.8790,27.8130,1
W51A,35.1606,-84.7599,1
WELL,38.4385,-120.7241,1
AKET,36.0470,3.8822,1
WC4,-19.9619,134.3397,1
WC3,-19.9587,134.3719,1
WC2,-19.9254,134.3654,1
WC1,-19.9243,134.3391,1
MELF,42.8727,0.7592,1
KTWE,-12.8140,28.2090,1
KTI,40.3929,22.1165,1
KTGM,5.3280,103.1340,1
KSXB,41.8304,-123.8769,1
KSWJU,37.4034,128.0526,1
KSWAN,34.3890,126.7023,1
KSULL,37.4736,130.9008,1
MDRA,38.0606,23.4662,1
MDPB,37.6323,-119.0793,1
WINE,36.6702,-119.9077,1
AIS,-37.7966,77.5694,1
AGVN,39.3591,46.3181,1
AGO,46.0524,3.1311,1
WHZ,-45.8924,167.9470,1
MCVT,43.9537,-72.9917,1
KUSI,3.1964,97.3706,1
KUBB,43.8024,26.4941,1
L02E,42.1580,-123.6026,1
KWAJ,8.8019,167.6130,1
KVTX,27.5459,-97.8929,1
MCSU,40.5685,-105.5878,1
MCQ,-54.4986,158.9560,1
MCO,22.1219,113.5580,1
MCA04,38.0767,-117.7085,1
MBBI,-1.5406,102.0984,1
ADJB,36.1577,3.4380,1
ACOR,37.8902,22.8692,1
L39A,42.1234,-92.0007,1
L34B,41.9666,-96.3762,1
L04D,42.2180,-122.3046,1
L02F,42.1209,-123.5707,1
LABF,43.0475,0.0737,1
L64A,41.9359,-70.8391,1
L59A,42.1902,-75.0426,1
L57A,42.0005,-76.8492,1
L53A,41.9539,-80.2598,1
L50A,42.0430,-82.8095,1
L43A,42.1833,-88.7423,1
L41A,42.0751,-90.4977,1
WLS,48.4133,7.3533,1
WKZ,-44.8270,169.0176,1
WR9,-19.9577,134.5150,1
WR7,-19.9552,134.4760,1
WR6,-19.9543,134.4540,1
MARNC,-21.4809,168.0305,1
MARJ,32.5818,20.8757,1
MANU,-2.0432,147.3662,1
LANU,68.0473,21.9962,1
LAMA,38.2730,-102.6453,1
LDFC,35.0781,-115.1096,1
WR5,-19.9522,134.4304,1
WR4,-19.9503,134.4066,1
WR3,-19.9485,134.3869,1
WR2,-19.9469,134.3624,1
AFI,-13.9085,-171.7827,1
AFFS,23.9267,43.0005,1
AF01,-22.9520,-68.1788,1
XMAS,2.0448,-157.4453,1
X56A,34.4923,-81.0319,1
X54A,34.5474,-82.3743,1
X52A,34.6032,-83.8938,1
X43A,34.5180,-90.8812,1
X18A,34.5293,-109.9501,1
X16A,34.4178,-111.4411,1
WUPA,39.9324,-75.6060,1
WSPT,41.1712,-73.3278,1
WSI,-9.6689,120.2976,1
WRMHI,19.4065,-155.3000,1
AC06,-27.3571,-70.3547,1
AC02,-26.8355,-69.1291,1
ABVI,18.7297,-64.3325,1
ABSM,-3.4254,102.2630,1
ABJI,-7.7957,114.2342,1
Y45A,33.8656,-89.5431,1
Y22F,34.0741,-106.9209,1
M51A,41.3321,-82.1831,1
LGHD,30.0167,9.4422,1
LEPF,43.5230,5.7020,1
LENS,63.4957,9.7342,1
LCRK,-30.4472,138.2162,1
LCMT,37.0118,-113.2439,1
LCHF,46.6693,-0.7417,1
LCAR,36.0695,-91.1543,1
LC01,-38.8975,-71.8761,1
LBZ,-44.3856,170.1844,1
MAGL,15.9494,-61.2822,1
MACI,28.2502,-16.5082,1
M63A,41.4038,-72.0464,1
XMIS,-10.4807,105.6519,1
ABD,16.4744,-61.4881,1
ABA,36.8017,3.0350,1
M43A,41.4365,-88.9581,1
M42A,41.4546,-89.7581,1
M41A,41.3750,-90.5422,1
M40A,41.4060,-91.5121,1
M39A,41.4786,-92.1725,1
LISM,4.4785,96.7875,1
LHI,-31.5200,159.0631,1
LZLA,28.5537,17.5613,1
LLLB,50.6090,-121.8815,1
LL02,-43.1906,-71.8484,1
Y57A,34.0170,-80.3915,1
Y55A,33.9375,-81.8581,1
Y54A,33.8621,-82.6880,1
Y45B,33.8656,-89.5431,1
A051A,45.0125,16.9069,1
A050A,44.4818,16.5313,1
A04D,48.7201,-122.7063,1
YKAB2,62.4247,-114.6064,1
LKP,27.3330,95.8461,1
LJFR,29.1018,15.8128,1
LJBD,30.9130,20.1982,1
LOCM,-1.6502,120.1825,1
LNXT,36.1014,-89.4913,1
LNIZ,53.4935,14.2097,1
LNIG,24.8982,-99.4657,1
LMSR,32.3125,15.0083,1
LMK,53.4573,-0.3274,1
LVIG,19.7232,-96.4177,1
YKAB1,62.4023,-114.6063,1
YAYO,39.6114,27.0726,1
A027A,46.8159,14.0074,1
A026A,46.9332,14.5516,1
A025A,47.5207,14.4165,1
735B,28.8553,-97.8082,1
735A,28.8553,-97.8081,1
633A,29.4591,-99.1766,1
553A,30.1890,-84.4317,1
545B,30.0441,-90.4894,1
545A,30.0441,-90.4894,1
YNM,44.7265,-110.7037,1
YLE,41.3150,-72.9365,1
YKAR8,62.4931,-114.6061,1
A30A,48.9402,-98.3009,1
A29A,48.9228,-99.2321,1
A26A,48.8973,-102.0380,1
A25A,48.9388,-103.1128,1
453A,30.8541,-84.3197,1
059A,26.9671,-81.1440,1
ZFT,32.0340,-4.3520,1
061Z,25.8657,-80.9070,1
113A,32.7683,-113.7667,1
ZAPS,43.2737,22.6336,1
143A,32.7032,-91.4036,1
530A,30.1489,-101.3379,1
Z57A,33.2970,-80.7039,1
Z56A,33.3253,-81.3687,1
Z55A,33.2211,-82.1359,1
Z54A,33.2362,-82.8417,1
Z47B,33.1989,-88.0696,1
Z47A,33.1990,-88.0696,1
Z41A,33.2577,-92.8030,1
Z38B,33.2599,-94.9852,1
SALF,42.7600,1.1893,1
F63A,45.7030,-69.1029,1
F62A,45.8968,-69.9664,1
F60A,45.9688,-71.9514,1
F46A,45.7737,-84.7586,1
F45A,45.6837,-85.5156,1
SAFT,41.2398,32.6872,1
S61A,37.6804,-75.6727,1
S56A,37.6771,-79.5662,1
S55A,37.7724,-80.5013,1
S53A,37.6815,-82.1264,1
S52A,37.6791,-83.0784,1
S50A,37.6790,-84.4003,1
S49A,37.7849,-85.2875,1
S48A,37.6574,-86.0569,1
529A,30.1246,-102.2204,1
