STA,lat,lon,n_arrivals
ARXS,44.2130,77.8270,11
CTYL,41.4750,28.2891,11
SPMN,45.2246,-92.8037,11
DGMT,48.4702,-104.1959,11
KAVA,40.9967,24.5137,11
CKFL,36.4000,6.7200,11
OSSC,43.5236,11.2458,11
PLVO,45.0396,-77.0754,11
MANZ,49.9862,12.1083,11
RAF,61.0230,21.7640,11
HWQ,34.2780,35.9463,11
AUSIV,39.4396,31.5397,11
SAUV,40.7401,30.3271,11
MTLF,43.3411,2.2175,11
QRNJ,32.3350,35.5750,11
MSHR,42.5800,131.1570,11
CNSH,28.1819,112.9311,11
WRGLY,63.2281,-123.4584,11
GELI,40.3980,26.4741,11
SHOFU,24.9790,49.7770,11
TUDR,45.5939,27.6687,11
ISO,44.1833,7.0500,11
ZOU,46.5567,12.9733,11
MMA0,33.0152,35.4031,11
STRU,59.0345,11.1825,11
MFF,46.6022,-0.1458,11
STON,42.8716,17.6999,11
CTGM,60.9650,-141.3330,11
EYMN,47.9462,-91.4950,11
GLG1,34.1136,45.9096,11
HAPS,44.0862,18.9507,11
JKA,44.1188,142.5930,11
JIR1,36.7077,49.8021,11
GIRL,-22.6430,114.2340,11
H20K,65.4924,-154.8808,11
BDRM,37.0653,27.4442,11
QZH,24.9431,118.5920,11
AGMN,48.2978,-95.8619,11
AKKU,36.1587,33.5508,11
ATE,43.0859,-0.7007,11
UCM,40.3077,-3.2442,10
HRT,40.8217,29.6680,10
M24K,62.1067,-146.1750,10
PLOR1,45.8520,26.6466,10
PKSM,46.2119,18.6413,10
WAT6,62.5808,-147.7400,10
KKHK,34.1374,58.6340,10
DBAD,41.0183,41.6947,10
N17K,60.5269,-157.1867,10
LATE,42.6137,11.8040,10
THR6,36.3562,25.3975,10
CAF,44.9258,2.0644,10
TEKE,36.1427,33.1141,10
FLT1,52.3306,11.2372,10
THL,39.5647,22.0145,10
SSPA,40.6358,-77.8876,10
SSF,47.0615,3.5060,10
EYAK,60.5487,-145.7500,10
BNALP,46.8719,8.4261,10
MGRS,44.4170,17.0840,10
PECO,43.9340,-76.9939,10
PEA1,53.1132,157.6984,10
THERA,36.3670,25.4753,10
TWG,22.8207,121.0720,10
CY604,34.3393,34.5121,10
UBPT,15.2800,105.4700,10
UBBA,50.8188,10.0010,10
LMN,45.8520,-64.8060,10
KIZT,38.8800,31.8800,10
WTSB,51.9663,6.7989,10
SNAA,-71.6707,-2.8379,10
KHON,16.3378,102.8230,10
PDO,38.5986,21.1833,10
AK03,50.7263,29.2217,10
ORIF,44.9183,5.8800,10
MANR,43.8168,28.5876,10
KZN,40.3067,21.7708,10
BCAM,40.8158,32.0656,10
A21K,71.3221,-156.6175,10
UGM,-7.9125,110.5231,10
G40A,45.2684,-90.2006,10
VILL,38.1642,23.3122,10
DKL,39.0713,26.9053,10
ACSO,40.2319,-82.9820,10
IR5,35.2128,50.5811,10
DQRL,33.7057,35.5702,10
SWN1,51.5131,-1.8004,10
USAK,38.7143,29.0181,10
FARO,62.2296,-133.3481,10
BMRM,60.9677,-144.6051,10
CFA,-31.6048,-68.2375,10
CEY,45.7388,14.4267,10
IFR,33.5169,-5.1269,10
G15K,64.9941,-164.0386,10
EDU,56.5475,-3.0142,10
TEOL,45.3600,11.6700,10
KZRT,41.3866,44.3987,10
NBO02,61.0492,10.8569,10
PMNB,-18.5373,-46.4380,10
JAN,39.6567,20.8508,10
CCA1,50.1866,-5.2277,10
O18K,59.8542,-155.2080,10
O16K,59.5938,-158.0932,10
TEY,45.0360,136.6030,10
TIH,46.9000,17.8930,10
SERG,38.4133,22.0566,10
EMAL,36.7620,-4.4292,10
CAEH,36.7800,6.8500,9
TGY,14.1022,120.9367,9
TGUH,14.0570,-87.2730,9
PUNG,44.2782,22.9325,9
DELI,39.9979,33.9204,9
J29N,64.4525,-138.2164,9
J55A,43.2657,-77.8167,9
NNA,-11.9873,-76.8422,9
M15K,60.6947,-160.6884,9
YLL,53.1402,-4.1704,9
LSK,40.1499,20.5987,9
O30N,60.7704,-136.0906,9
TCF,46.2881,2.2100,9
CDAG,39.6236,34.3719,9
BUKO,45.4423,-79.3989,9
NHFOF,25.5720,49.2740,9
NAYO,14.3152,101.3209,9
KALE,38.3911,22.1398,9
AK18,50.7221,29.0676,9
IHSH,37.3050,47.2630,9
DGPR,13.1776,92.9305,9
BARN,61.0599,-141.6601,9
JZAX,40.0928,67.7118,9
CTEI,36.0630,6.4063,9
GNBR,42.3889,46.9639,9
DYBB,37.9531,40.1394,9
AK01,50.6911,29.2131,9
MAYO,63.5958,-135.8921,9
MCARA,61.3836,-143.0240,9
SPNC,40.6860,30.3083,9
MNCI,8.2815,73.0598,9
ERBA,40.6814,36.7547,9
CHGN,56.3014,-158.4142,9
N49A,40.9220,-84.1825,9
CHVG,42.7183,42.0841,9
BHK,31.3947,76.3809,9
LINV,58.1470,-5.1970,9
LIJA,36.9061,-5.4038,9
LHSI,-3.8267,103.5233,9
P17K,59.1953,-156.4394,9
BRLK,59.7642,-150.8860,9
F52A,45.7951,-79.3227,9
CAMP,42.5358,13.4090,9
BUY,40.8523,29.1181,9
RPR,18.8579,79.2939,9
ROSC,4.8400,-74.3200,9
CTKS,41.2364,28.5066,9
PVL,43.1226,25.1731,9
H16K,64.6379,-162.2390,9
BINY,42.1993,-75.9861,9
MDND,47.8481,-99.6029,9
BEBN,50.7965,5.6772,9
F18K,66.6001,-159.6514,9
I29M,65.3609,-138.3063,9
LAMP,18.5226,99.6322,9
HTL,50.9944,-4.4850,9
KEF,62.1672,24.8703,9
SURR,45.7540,22.1246,9
TNCL,39.1146,39.5422,9
AUMIH,39.8679,31.4832,9
HSNJ,30.2560,35.6870,9
SISI,-1.3265,99.0895,9
L17K,62.1344,-158.2972,9
MUKL,14.4760,49.0360,9
LEHL,44.4739,26.8194,9
EAK,40.6862,43.6069,9
CMIG,17.0910,-94.8840,9
PDRR,46.7829,27.4421,9
COCO,-12.1901,96.8349,9
HAU,48.0056,6.3481,9
MSO,46.8292,-113.9406,9
KLNR,54.6044,20.2094,9
ETSF,42.8986,-0.5592,9
MEF,60.2172,24.3958,9
MDRS,13.0680,80.2463,9
ITBZ,38.2333,46.1470,9
TTSI,-3.0451,119.8190,9
GUMA,43.0627,13.3352,9
GRNR,50.7690,136.4220,9
CUSAR,39.4185,36.2444,9
ENEZ,40.7362,26.1530,9
ELZG,38.4978,38.9844,8
GRER,45.3801,26.9746,8
ISHR,35.8061,51.2889,8
NV01,38.4296,-118.3035,8
THAS,40.6064,24.7194,8
BAIF,50.0592,4.2078,8
SIV,-15.9913,-61.0722,8
KRTS,36.5731,35.3749,8
KRIK,40.3374,40.9271,8
MMNY,42.7319,-77.9066,8
MME1,57.3149,-2.9647,8
A22K,71.0033,-154.9742,8
A19K,70.2043,-161.0713,8
TRTT,7.8362,99.6912,8
DUG,40.1950,-112.8133,8
DSRI,-0.4793,104.5778,8
URV,14.9469,77.2597,8
GORT1,52.9903,11.3075,8
PLOUS,38.0315,-8.4212,8
PLN,50.4851,12.1573,8
TRD,8.5080,76.9585,8
NIS1,36.6023,27.1782,8
NIKH,52.9721,-168.8550,8
THR3,36.4091,25.4008,8
BLCB,38.3853,27.0420,8
CORL,37.8943,13.3038,8
MRON,33.0152,35.4030,8
AAM,42.3012,-83.6567,8
YAHY,38.0947,35.3630,8
WVT,36.1297,-87.8300,8
ALFC,35.1560,32.5990,8
PFO,33.6117,-116.4594,8
BMO,44.8525,-117.3060,8
EVGI,38.6210,20.6560,8
SBM,2.4529,112.2140,8
KTHA,36.2566,23.0621,8
KHRJ,23.8360,47.6810,8
MAZI,37.4593,40.4467,8
NJS,16.5541,79.3060,8
COAL,40.2548,34.9860,8
HAWK,34.5211,36.4055,8
KGS1,34.5059,45.5888,8
LDM,5.1777,118.4980,8
M30M,62.5763,-136.7935,8
GEZN,39.2833,67.7154,8
HOM,59.6583,-151.6430,8
KCTX,40.2655,28.3565,8
BOZ,45.5970,-111.6297,8
PAL,41.0055,-73.9079,8
F14K,65.4742,-166.3288,8
ILTH,54.0279,-6.3362,8
O19K,60.1952,-154.3201,8
O14K,59.2533,-161.2638,8
BTMN,37.8911,41.2701,8
KYTH,36.2652,23.0468,8
E17K,67.0820,-161.8262,8
LAO,46.6885,-106.2231,8
LDF,48.5936,-0.1222,8
SGRT,41.7546,15.7437,8
SGMF,48.2542,-2.5569,8
EKB,55.3339,-3.1923,8
G53A,45.1222,-78.6237,8
P53A,39.4868,-81.3896,8
HYBB,17.4187,78.5520,8
P33M,60.2114,-132.8174,8
F51A,45.9284,-79.9150,8
TEVE,36.4359,33.4430,8
O52A,40.1158,-81.8361,8
CBN,38.2046,-77.3732,8
IASR,47.1777,27.5748,8
R58B,37.9636,-77.8787,8
GCSA,64.7461,-156.8792,8
F49A,45.7627,-82.0423,8
SAATT,70.8113,-51.6311,8
S57A,37.7605,-78.9536,8
MCWV,39.6581,-79.8456,8
TASB,39.9838,44.2384,8
SHBL,33.3483,35.7438,8
BASK,38.0523,44.0040,8
NATX,31.7598,-94.6610,8
NEF,43.2643,27.2752,8
D28M,69.3286,-138.7367,8
BAYB,40.2586,40.2576,8
BGES,50.3845,5.0869,8
YITV,31.9466,35.4233,8
SIRC,39.3363,35.1481,8
M18K,61.4907,-155.8242,8
LYLS,22.0384,47.2447,8
E48A,46.4809,-82.1653,8
BALM,61.0362,-142.3450,7
PQI,46.6710,-68.0168,7
PPI,-0.4568,100.3970,7
GUDG,42.4646,44.4772,7
MLAZ,39.1410,42.5495,7
ISHV,37.5347,57.7027,7
ISA,35.6628,-118.4740,7
NVL,-70.7667,11.8333,7
BWN,64.1717,-149.4650,7
DIV,61.1295,-145.7717,7
CHLP,18.5058,84.0573,7
B18K,69.3641,-161.8016,7
EBNR,36.2905,1.5302,7
TJOU,58.0320,11.6250,7
KAMT,39.3690,33.7130,7
K22A,42.6507,-106.5240,7
CBKS,38.8140,-99.7374,7
BAYT,40.3935,40.1410,7
N32M,61.1512,-133.0818,7
N31M,61.4862,-135.7796,7
N30M,61.4593,-137.0885,7
KURC,41.8456,32.7430,7
KUKN,67.8227,-115.0897,7
SLVT,41.2300,28.2100,7
RCY,33.4965,35.8357,7
RCLA,15.4568,78.9551,7
AK22,50.7608,29.0712,7
NKME,42.7670,18.9530,7
THAL,38.0372,22.6631,7
KSCO,39.0112,-102.6273,7
TX31,29.3342,-103.6678,7
TZTN,36.5439,-83.5490,7
BHJ,23.2540,69.6540,7
PWL,60.8593,-148.3350,7
PVM,17.2493,81.6239,7
GULE,37.2837,34.7765,7
PMSA,-64.7742,-64.0490,7
PMPST,33.0788,-16.3334,7
TRSU,48.0950,22.9570,7
EPF,43.0308,0.3400,7
DVE,42.9569,46.1261,7
TRIZ,38.3655,22.0727,7
SLY1,35.5784,45.3667,7
T25A,37.1388,-104.4108,7
SZAC,34.7550,32.8820,7
CHGQ,49.9105,-74.3748,7
CKHR,36.0167,5.5122,7
MORS,49.1330,23.8940,7
KRBG,40.3932,27.2977,7
ERPA,42.1175,-79.9891,7
PKME,45.2644,-69.2917,7
Q24A,38.9641,-105.1492,7
D48A,47.1743,-81.8072,7
PLE,43.3300,19.3889,7
ADKI,15.8446,79.9686,7
WPM1,53.2581,-3.9048,7
ORL,52.5389,99.8100,7
I20K,64.7962,-154.4783,7
O49A,40.1880,-84.3353,7
RSSD,44.1212,-104.0359,7
KNHM,32.8837,35.5791,7
L15K,61.6780,-161.4869,7
E53A,46.3784,-77.6638,7
ANVS,42.7861,77.6672,7
VNA3,-71.2428,-9.6687,7
EFP,38.4269,21.9058,7
JCT,30.4794,-99.8022,7
THR5,36.4172,25.3479,7
TIGA,31.4389,-83.5898,7
E54A,46.4339,-77.1869,7
MAMC,35.1710,33.2180,7
MAKR,39.0132,22.1317,7
KDU,-12.6869,132.4727,7
BBO1,54.7367,-3.2464,7
BDFB,-15.6412,-48.0141,7
ELDT,40.4900,33.4269,7
P16K,59.0314,-157.9906,7
THN,32.4409,75.7576,7
FLWY,44.0827,-110.6993,7
BLA,37.2113,-80.4205,7
SSN,61.4636,-150.7467,7
HDMB,36.9640,32.4860,7
HDIL,40.5559,-89.2940,7
SRSP,18.9283,78.3433,7
SRO2,47.7627,18.3940,7
GLI,60.8792,-147.0959,7
ERZN,39.5866,39.7220,7
SKIA,39.1665,23.4661,7
N14K,59.9237,-161.6852,7
MYLDM,5.1800,118.5000,7
E20K,68.2575,-156.1885,7
ANKE,9.5927,39.7339,7
RNF,66.6090,26.0135,7
RMNI,30.5964,34.7620,7
RKT,-23.1197,-134.9733,7
PEMO,45.6773,-77.2466,7
DDEM,40.8923,41.7507,7
Q54A,38.9836,-80.8338,7
WVOR,42.4339,-118.6370,7
TPTI,3.2600,97.1800,7
DZET,38.8055,68.8270,7
ETRT,35.3900,1.3000,7
KSU1,39.1009,-96.6094,7
PATY,12.9232,100.8657,7
ALGO,45.9544,-78.0509,7
SUF,62.7192,26.1506,7
PB11,-19.7610,-69.6558,7
KDHN,38.5211,32.1164,7
AVNS,38.8065,34.8474,7
HSNB,47.2769,-66.0601,7
R33M,59.3946,-130.9673,7
F22K,67.5076,-152.1790,7
MDP,5.1014,-52.6416,7
MDNY,40.3690,28.8840,7
V53A,35.6694,-82.8124,7
ULC,41.9636,19.2445,7
BUM,42.3007,18.8936,7
AHRW,50.5410,7.0760,7
HRV,42.5064,-71.5583,7
PCON,2.3280,-76.3970,7
LFK,35.2792,33.5325,7
TOC4,13.1216,1.6994,7
KERG,37.4146,34.1250,7
MVCO,37.2103,-108.4986,7
WACR,52.7247,0.6267,7
CM05,18.4013,98.9451,7
BVCY,62.4141,-140.8606,7
STKI,0.0656,111.4772,7
HCB,37.3439,36.9081,7
WRAK,56.4191,-132.3466,7
KIJV,44.0049,16.4047,7
SHNK,42.3717,45.6539,7
E50A,46.4232,-80.7378,7
ZRSH,40.9904,43.6716,7
PSAD2,-21.6175,119.9630,7
PSAA1,-21.5767,119.8363,7
GOGA,33.4112,-83.4666,7
SRLM,16.1000,78.8917,7
SRFHA,29.0340,44.6050,7
SDSI,-0.9324,101.4282,7
YESY,37.7825,33.7431,7
CUZAR,39.8882,37.7705,7
CUKAN,39.3163,37.4667,7
M13K,60.4135,-163.3500,7
M11K,60.3849,-166.2011,7
E51A,46.5333,-79.4924,7
LOUT,37.9879,22.9743,6
LGTI,29.3990,80.0879,6
SIMRM,20.1332,92.8852,6
E38A,46.6058,-91.5541,6
E47A,46.4547,-83.2777,6
YOTC,3.9835,-76.3450,6
YRE,52.9810,-4.4254,6
BAGO,37.9905,30.7886,6
POGA,-27.3460,31.7070,6
SOTA,2.1350,-76.6080,6
PSTR,42.6510,130.8040,6
YNCB,38.0399,126.9258,6
GOR1,52.9903,11.3075,6
PSAD3,-21.6433,119.7798,6
LRAL,33.0348,-86.9978,6
EMMW,44.7075,-67.4573,6
BESE,58.5794,-134.8551,6
KSGAH,37.7076,126.4465,6
GGN,45.1184,-66.8421,6
Q51A,39.0260,-83.3456,6
EANR,35.9500,1.1000,6
M23K,61.7929,-147.7262,6
WR8,-19.9558,134.5005,6
WTLY,60.1133,-128.7961,6
HAVZ,41.0743,35.7180,6
COEN,-13.9574,143.1749,6
WERN,50.2874,12.3761,6
WHY,60.6597,-134.8806,6
CLUD,46.4569,12.8814,6
KIBS,40.4197,31.8524,6
BNGL,38.9521,41.1499,6
VLDQ,48.1124,-77.4536,6
CMLA,37.7637,-25.5243,6
CMRD,37.6623,34.9902,6
SURC,36.8793,38.6128,6
HORN,37.8466,-5.2582,6
VRDI,61.2278,-143.4535,6
SLK,60.5117,-150.2231,6
TEND,11.7925,41.0043,6
AK04,50.7226,29.1660,6
AK12,50.6437,29.1549,6
AK15,50.6951,29.1240,6
UNV,53.8452,-166.5045,6
KTHR,36.2447,22.9939,6
MEEK,-26.6376,118.6135,6
KSSEO,37.4879,126.9188,6
WAT1,62.8295,-148.5509,6
VNA2,-70.9252,-7.3927,6
DBBC,7.0175,-76.2097,6
QZH2,24.9469,118.5989,6
R11A,38.3489,-115.5854,6
TNR,45.6520,24.2730,6
CMAI,19.9325,99.0453,6
KSSES,36.7893,126.4531,6
KSSWO,37.2669,126.9669,6
SAW,61.8070,-148.3316,6
SCER,39.8613,37.1286,6
WUAZ,35.5169,-111.3739,6
SMRT,18.0505,-63.0746,6
PENT,40.1958,21.1384,6
HEKM,38.8790,37.9591,6
O22K,60.4814,-149.7241,6
ILIC,39.4520,38.5678,6
FRF,43.5607,6.6468,6
NEV,39.9540,27.2630,6
KBKI,-3.2995,116.1670,6
KCHK,39.6107,45.1995,6
N16K,60.4742,-158.7690,6
WMOK,34.7379,-98.7810,6
ABAH,48.2961,21.2397,6
MRIV,-20.2980,57.4970,6
BNSI,-4.4005,120.1065,6
SCTR,45.6741,27.9949,6
HEF,68.4071,23.6622,6
BLIS,38.4146,42.1152,6
I42A,43.8908,-88.9134,6
P52A,39.6337,-82.1325,6
HVS,51.1358,93.7022,6
G55A,45.2532,-76.7187,6
ELK,40.7448,-115.2390,6
KZIL,38.2575,30.1412,6
O15K,59.1767,-159.8246,6
JHJ2,33.1117,139.8167,6
EGMT,48.0240,-109.7547,6
E52A,46.2851,-78.6569,6
L55A,42.1831,-78.4368,6
KMSC,35.1420,-81.3333,6
KLRI,18.0693,76.5977,6
PLAI,-8.8275,117.7765,6
H55A,44.5505,-77.1829,6
RUDO,43.6180,19.3700,6
CCM,38.0557,-91.2446,6
CDF,48.4122,7.2761,6
O54A,40.1821,-80.3778,6
WBSI,-9.6411,119.3911,6
CHIC,4.6295,-73.7318,6
OLIL,38.7338,-88.0991,6
ADZR,63.9295,38.2853,6
SALP,32.0686,35.1914,6
SAML,-8.9488,-63.1832,6
D47A,47.0558,-83.1038,6
Q32M,58.9601,-132.2691,6
EDC,40.3468,27.8634,6
PGOR,44.9080,26.9846,6
ERMK,36.6416,32.9128,6
BIA,41.0194,21.3239,6
KOVH,46.0883,18.0999,6
KPJI,-7.3330,108.9310,6
MOOW,43.7486,-110.7450,6
FDRN,51.2693,51.7694,6
S32K,57.4688,-134.5763,6
S34M,57.9128,-131.1312,6
R55A,38.2825,-80.1195,6
OGNE,40.9451,-102.0330,6
T35M,56.9811,-130.2496,6
OXF,34.5118,-89.4092,6
ANMO,34.9459,-106.4572,6
DHL1,32.6810,47.2807,6
FIGM,32.1330,-1.2620,6
RSA,34.8840,-5.8210,6
SKAG,59.4601,-135.3290,6
DURS,39.6011,28.4742,6
SDCO,37.7456,-105.5012,6
GLMI,44.8245,-84.6174,6
GMM,54.2390,-5.9510,6
GO01,-19.6685,-69.1942,6
PYAG,39.0508,125.7580,6
KSJDO,34.4700,126.3166,6
MIAR,34.5454,-93.5765,6
MK04,46.7715,82.2951,6
KSCWO,38.0833,127.5167,6
U33K,56.1146,-133.1210,6
BERA,40.7027,19.9494,6
KSBAR,37.9770,124.7142,6
SIT,57.0569,-135.3244,6
FOMA,-24.9757,46.9789,6
ROSA,38.7195,-28.2415,6
TBHD,35.4133,59.2361,6
AK20,50.7430,29.0100,6
ICQ,49.5223,-67.2715,6
SFIN,40.3790,-87.0967,6
N23A,40.8947,-105.9440,6
N41A,40.7077,-90.8552,6
NAI,-1.2739,36.8037,6
SDV,8.8861,-70.6333,6
LHO,53.5451,-1.8548,6
PRMA,44.7637,10.3131,6
D52A,46.9764,-78.4117,6
SONA4,47.8400,106.4043,6
SONB3,47.8341,106.4147,6
ATAB,37.4696,38.2949,6
G22K,66.9214,-151.5073,6
NKY,42.8130,18.9932,6
DILA,6.4343,38.2867,6
ISCO,39.7997,-105.6134,6
MLA1,58.3055,-3.3627,6
POIN,72.7012,-77.9620,6
PPBI,-2.1616,106.1364,6
PPD,65.5174,-145.5246,6
LLD,55.3331,12.2150,6
LON,46.7500,-121.8100,6
ZRNK,52.9508,69.0042,6
LTVH,47.3849,21.9006,5
LPW,52.1136,-4.0681,5
BAIL,44.0201,23.3450,5
LTY,47.2578,-120.6703,5
833A,28.3236,-99.3939,5
E43A,46.3758,-86.9954,5
LMQ,47.5483,-70.3267,5
BAND,40.3553,28.0992,5
EMUR,37.8422,-1.2405,5
TUTA,39.4019,42.8137,5
BGNE,41.4083,-98.1502,5
BGD,41.2645,43.5986,5
KSCHC,37.7776,127.8145,5
BELA,-77.8750,-34.6269,5
KSIJA,37.9867,128.1111,5
MHLO,36.6898,24.4017,5
BHH,55.0931,-3.2181,5
SDA,42.0519,19.4986,5
SKHT,13.7408,79.7095,5
SJES,43.2613,19.9734,5
MON,43.7306,7.4250,5
KPRO,39.9549,21.3632,5
DRV,-66.6650,140.0090,5
KMBL,-31.3669,121.8821,5
ERZM,39.9053,41.3658,5
SAUI,-7.9826,131.2998,5
TPI,-2.7563,107.6534,5
BMN,40.4315,-117.2218,5
BLWY,-20.1400,28.6100,5
SBV,-13.4584,49.9212,5
KSMUS,37.8881,126.7594,5
KHWEE,-21.9464,25.4469,5
ACER,40.7867,15.9427,5
ABTX,32.6238,-99.6431,5
MSTX,33.9696,-102.7724,5
KHJ1,28.3490,58.1649,5
TOC5,13.1282,1.6751,5
TOC2,13.1568,1.7204,5
TOC1,13.1721,1.7017,5
MUKU,48.4536,22.6874,5
TOB4,13.1386,1.6838,5
BOURR,47.3950,7.2313,5
AUBOZ,39.9106,30.0325,5
SKY,38.8778,24.5500,5
BBOO,-32.8102,136.0588,5
SGF,67.4421,26.5261,5
SGD,39.6126,20.2343,5
ADCV,38.8080,42.7245,5
BRIU,48.3380,23.0203,5
BRDR,37.6963,30.0613,5
SAN1,60.0179,-1.2392,5
F64A,45.8633,-68.3496,5
DRBR,48.2073,26.6091,5
F48A,45.8278,-82.6185,5
S31K,57.9616,-136.2320,5
N59A,40.9168,-75.7703,5
N53A,40.8065,-80.8377,5
N25K,61.6061,-144.5982,5
KARO,39.3089,41.0493,5
SFTF,48.2050,5.0383,5
SEUS,17.4928,-62.9814,5
UGL,49.0780,142.0660,5
KUDL,28.1442,76.4892,5
KU6,66.0255,29.8907,5
NBMO,-3.3107,-40.0414,5
BSSI,-6.1428,120.4904,5
KAMA,37.1861,36.6677,5
KAGI,41.1384,34.4782,5
JMM,37.8660,140.7930,5
JSC,34.2817,-81.2603,5
RSO,60.4622,-152.7540,5
RPZ,-43.7146,171.0539,5
NGRR,46.8375,27.4422,5
KUZU,36.7735,37.0750,5
V35K,55.3279,-131.6150,5
UZHM,48.6290,22.2910,5
BBTS,14.6613,-16.5332,5
L22K,62.5258,-150.7703,5
JFWS,42.9143,-90.2481,5
VBMS,32.2185,-90.5177,5
BVA2,53.0189,70.3912,5
BUR07,47.6427,25.2324,5
SLMH,36.2139,37.9278,5
VRF,67.7480,29.6090,5
NISR,36.6117,27.1283,5
WIMM,51.5210,11.5050,5
AHID,42.7654,-111.1004,5
WHTX,31.9913,-97.4561,5
J57A,43.4099,-75.9968,5
ROOS,34.1694,37.2891,5
IVA,42.8718,19.8931,5
BW06,42.7667,-109.5583,5
L61B,42.4498,-72.6802,5
L42A,42.0040,-89.6670,5
EIBI,39.0269,1.3436,5
EGYH,47.4171,17.3318,5
WDD,35.8373,14.5242,5
WCI,38.2290,-86.2938,5
AK14,50.6306,29.1076,5
AK13,50.6123,29.0606,5
CAPN,60.7683,-151.1539,5
TEKS,44.5492,19.5287,5
DIDY,37.4765,23.2118,5
RLMT,45.1221,-109.2673,5
O20K,60.0815,-152.6240,5
O20A,40.1348,-108.2416,5
O17K,59.7733,-157.0946,5
TGA,50.6046,4.5223,5
O53A,40.2493,-81.2129,5
AK19,50.7222,29.0116,5
AK16,50.6700,29.1058,5
IGRN,38.2203,69.3266,5
VALR,61.3593,30.8835,5
G25K,66.7653,-146.1013,5
T47A,36.9881,-87.1055,5
REFA,39.9060,38.7651,5
OUF,64.3673,24.7314,5
G62A,45.2186,-70.5319,5
G47A,45.1730,-83.8551,5
VNA1,-70.6503,-8.2624,5
VLO,40.4686,19.4955,5
PAGF,48.5551,5.7251,5
PAF,-49.3506,70.2133,5
PACT,38.7680,-8.8333,5
P32M,59.5898,-133.7147,5
APSI,-0.9108,121.6487,5
LATQ,47.3836,-72.7819,5
LARF,43.0380,-0.9875,5
R32K,58.2747,-134.5181,5
SMRI,-7.0492,110.4407,5
W52A,35.0935,-83.9277,5
SUTC,37.4765,30.9996,5
SUSD,44.4429,-98.9556,5
W50A,35.2002,-85.3119,5
W18A,35.1181,-109.7357,5
ALFO,45.6283,-74.8842,5
CMBY,7.0109,93.9266,5
CMBC,0.9408,-77.8250,5
PBSI,-0.0547,98.2800,5
HJU,38.0429,125.7253,5
PD31,42.7667,-109.5579,5
CMDR,40.4942,32.4750,5
GENI,-2.5927,140.1678,5
SII,56.5593,-154.1842,5
EADA,38.1673,-4.5771,5
Q52A,38.9622,-82.2669,5
PELI,41.3005,33.3117,5
SNSI,2.4089,96.3267,5
CORI,41.9724,2.0488,5
CRZF,-46.4296,51.8612,5
CRAG,55.4689,-133.1230,5
GEYV,40.4842,30.2958,5
GIVF,50.1022,4.8233,5
SOK,14.4944,-16.4562,5
PLOR3,45.8540,26.6455,5
PHIT,17.1893,100.4165,5
ECK,55.1811,-3.1272,5
ECHA,36.1500,1.3667,5
UPP,59.8576,17.6229,5
BBAL,39.5427,33.1230,5
CTG,60.9649,-141.3401,5
GO06,-39.5839,-71.4720,5
PVY,42.5945,19.9587,5
GZT,37.3553,37.5641,5
GZH2,23.6520,113.6540,5
PMG,-9.4062,147.1590,5
SRIT,8.5955,99.6020,5
CUALT,39.2734,36.7526,5
SPBR,45.7492,26.7505,5
SPA2,78.1759,16.3766,5
GULA,38.3443,34.2360,5
PPCY,34.8847,32.3450,5
SPSI,-3.9646,119.7691,5
GOLH,37.2369,29.5611,5
GRB4,49.4678,11.5595,5
D54A,47.1520,-76.6570,5
D51A,47.0904,-79.3733,5
LSQQ,49.0580,-76.9796,5
ZALF,32.9221,37.3342,5
YUVA,40.3910,31.6872,5
S51A,37.6392,-83.5935,4
SAIM,37.9766,36.0823,4
SANL,37.1712,38.9892,4
FBE,50.9212,13.3541,4
LMR,43.3339,6.5092,4
LOGN,60.8240,-141.0048,4
LOHW,43.6124,-110.6040,4
656A,29.3689,-82.5348,4
YTVT,29.8921,35.0591,4
F10A,45.9734,-117.2277,4
RUND,60.4135,5.3672,4
FIB1,61.4441,26.0845,4
SCHL,45.5007,27.8302,4
SCHLR,45.4702,27.8314,4
FLOC,1.5827,-75.6527,4
FLOS,66.3365,13.3647,4
ROI,32.2482,35.4878,4
SCIA,41.9069,-93.2153,4
ESPY,40.9167,38.7273,4
ESCA,43.8310,7.3744,4
RMOT,32.8509,35.6657,4
YIGI,40.9631,31.4485,4
FRNY,44.8350,-73.5883,4
SDPT,55.3493,-160.4766,4
RAR,-21.2125,-159.7730,4
RAZA,33.5638,48.9056,4
G43A,45.2572,-87.6861,4
EMHD,36.2008,2.9530,4
SESP,38.1200,-2.5452,4
RAFF,37.2225,14.3624,4
GADA,40.1909,25.8986,4
GCUF,1.2260,-77.3450,4
GDH,69.2500,-53.5330,4
R9F13,52.2206,21.1413,4
M53A,41.4393,-80.6750,4
M54A,41.5079,-79.6647,4
M55A,41.4686,-78.7649,4
Y14A,33.9383,-113.0048,4
YAH,60.3608,-141.7480,4
LHJ2,37.1664,50.0616,4
SEVA,44.5300,33.6800,4
SFNV,36.4180,40.1116,4
EJON,42.4487,2.8886,4
ECAL,41.9413,-6.7371,4
ECSD,43.7337,-96.6141,4
GDZ,39.0888,29.4811,4
E62A,46.6201,-69.5227,4
EATA,39.8622,42.4916,4
GLA,33.0515,-114.8271,4
GLAT,36.2694,-89.2876,4
GLB,61.4417,-143.8123,4
GO04,-30.1727,-70.7993,4
Q16K,58.6774,-156.6556,4
Q19K,58.9287,-153.6446,4
